@relation AlgoSelection-TestSet-weka.filters.unsupervised.attribute.Remove-R41-48

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Recall_Avg numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute IR_Precision_Avg numeric
@attribute SF_Entropy_tr_vs_tr-x1 numeric
@attribute SF_Entropy_tr_vs_te numeric
@attribute SF_Entropy_tr_vs_te-x1 numeric
@attribute SF_Entropy_tr-x1_vs_te numeric
@attribute SF_Entropy_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_StDev numeric
@attribute SF_Entropy_Range numeric
@attribute SF_Entropy_Avg numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Information_tr_vs_tr-x1 numeric
@attribute KB_Information_tr_vs_te numeric
@attribute KB_Information_tr_vs_te-x1 numeric
@attribute KB_Information_tr-x1_vs_te numeric
@attribute KB_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Information_StDev numeric
@attribute KB_Information_Range numeric
@attribute KB_Information_Avg numeric
@attribute KB_Mean_Information_tr_vs_tr-x1 numeric
@attribute KB_Mean_Information_tr_vs_te numeric
@attribute KB_Mean_Information_tr_vs_te-x1 numeric
@attribute KB_Mean_Information_tr-x1_vs_te numeric
@attribute KB_Mean_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Mean_Information_StDev numeric
@attribute KB_Mean_Information_Range numeric
@attribute KB_Mean_Information_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
-0.029016,-0.034885,0.001287,-0.005869,0.030303,0.018977,0.036172,0.153304,-4.376499,-3.489974,-2.861347,0.886525,1.515152,1.89292,4.376499,56.63879,0.000747,-0.074872,-0.069748,-0.075619,-0.070495,0.042017,0.075619,0.590187,-0.043765,-0.0349,-0.028613,0.008865,0.015152,0.018929,0.043765,0.566388,0.002376,-0.002571,0.022578,-0.004947,0.020202,0.0115,0.025149,0.607891,22.137401,95.732506,98.196776,73.595106,76.059376,50.41885,98.196776,89.705422,-3.137401,-3.732506,-3.196776,-0.595106,-0.059376,1.698994,3.732506,-2.205422,-1.686794,4.546389,5.294675,6.233183,6.981469,3.412012,6.981469,5.851884,-0.023045,-0.014384,-0.002229,0.00866,0.020815,0.010797,0.023045,0.06668,-168.679404,454.638907,529.467533,623.318311,698.146937,341.201227,698.146937,585.188372,-0.031379,-0.034094,-0.015218,-0.002715,0.016162,0.015821,0.034094,0.544349,Good
0,0.850595,0.783784,0.850595,0.783784,0.472592,0.850595,0.591405,0,47.552448,39.189189,47.552448,39.189189,25.271855,47.552448,78.314591,0,0.398521,0.407597,0.398521,0.407597,0.232736,0.407597,0.798471,0,0.475524,0.391892,0.475524,0.391892,0.252719,0.475524,0.783146,0,0.284248,0.376667,0.284248,0.376667,0.194485,0.376667,0.834771,2.54135,-360.418472,-154.052676,-362.959822,-156.594026,171.388575,362.959822,183.099553,23.45865,723.418472,586.052676,699.959822,562.594026,375.573726,723.418472,117.650447,23.45865,445.344206,441.595401,421.885555,418.136751,249.454085,445.344206,223.283333,0.000606,0.852341,0.765566,0.851735,0.76496,0.468217,0.852341,0.486445,2345.865026,44534.42056,44159.5401,42188.55553,41813.67507,24945.40849,44534.42056,22328.33327,0,0.482341,0.404372,0.482341,0.404372,0.257944,0.482341,0.778322,Bad
-0.006028,-0.071115,-0.057544,-0.065087,-0.051515,0.035916,0.071115,0.29431,2.134293,-2.61748,-0.441465,-4.751773,-2.575758,1.948295,4.751773,65.698789,-0.018506,-0.077925,-0.048173,-0.059419,-0.029667,0.034195,0.077925,0.69459,0.021343,-0.026175,-0.004415,-0.047518,-0.025758,0.019483,0.047518,0.656988,-0.012984,-0.143062,-0.139827,-0.130077,-0.126843,0.078106,0.143062,0.731438,14.779347,86.20342,87.448076,71.424073,72.668728,46.260419,87.448076,81.937865,4.220653,5.79658,7.551924,1.575927,3.331272,3.228879,7.551924,5.562135,4.416335,9.620068,11.375411,5.203733,6.959076,5.164288,11.375411,9.4476,0.018805,-0.017827,0.013102,-0.036631,-0.005703,0.016263,0.036631,0.110153,441.633502,962.006754,1137.541129,520.373252,695.907627,516.428845,1137.541129,944.759985,0.005911,-0.007863,0.003871,-0.013774,-0.00204,0.006078,0.013774,0.617652,Good
-0.074515,0.333224,0.392268,0.40774,0.466783,0.234181,0.466783,-0.078169,-2.202333,19.388576,21.136828,21.590909,23.339161,12.387739,23.339161,46.171445,-0.032646,0.218156,0.212387,0.250803,0.245033,0.134395,0.250803,0.497528,-0.022023,0.193886,0.211368,0.215909,0.233392,0.123877,0.233392,0.461714,-0.018111,0.172652,0.21967,0.190763,0.237781,0.120254,0.237781,0.471355,24.091942,74.709506,81.832861,50.617564,57.740918,39.586869,81.832861,64.488825,0.908058,5.290494,5.167139,4.382436,4.259082,2.781995,5.290494,0.511175,1.660515,8.709847,8.649678,7.049332,6.989163,4.582401,8.709847,2.865118,-0.000288,0.100457,0.107033,0.100745,0.107321,0.06004,0.107321,0.015634,166.051488,870.984725,864.967807,704.933237,698.916319,458.240102,870.984725,286.511806,-0.033407,0.180403,0.196509,0.213811,0.229916,0.119413,0.229916,0.455818,Good
0.045271,0.307837,0.313228,0.262565,0.267956,0.167256,0.313228,0.181126,6.801126,-7.024291,20.198939,-13.825417,13.397813,11.60223,27.22323,66.929134,0.007422,0.046013,0.092188,0.038591,0.084766,0.042306,0.092188,0.687768,0.068011,-0.070243,0.201989,-0.138254,0.133978,0.116022,0.272232,0.669291,0.021364,0.036395,0.161558,0.015031,0.140193,0.072702,0.161558,0.694607,41.296686,332.083218,373.425545,290.786532,332.12886,193.219843,373.425545,254.599628,68.703314,35.916782,88.574455,-32.786532,19.871141,38.835383,88.574455,30.400372,69.120635,93.948794,147.558261,24.828159,78.437626,61.25109,147.558261,71.456415,0.091652,-0.076168,0.259945,-0.16782,0.168292,0.144692,0.336113,0.217899,6912.063473,9394.879391,14755.82605,2482.815918,7843.762578,6125.108965,14755.82605,7145.641532,0.034711,0.157991,0.258012,0.123281,0.223302,0.118252,0.258012,0.541167,Bad
0.000428,0.17024,0.17024,0.169811,0.169811,0.098164,0.17024,0.085013,-0.454852,11.607143,8.035714,12.061995,8.490566,5.984994,12.061995,53.238713,0.015073,0.049345,0.053882,0.034273,0.038809,0.026247,0.053882,0.547975,-0.004549,0.116071,0.080357,0.12062,0.084906,0.05985,0.12062,0.532387,0.003218,0.37715,0.342712,0.373932,0.339493,0.207359,0.37715,0.411942,5.887602,91.50301,99.345579,85.615408,93.457977,53.543523,99.345579,110.82348,0.112398,-7.50301,-13.345579,-7.615408,-13.457977,6.504226,13.457977,-42.82348,0.294945,12.852374,11.278829,12.557429,10.983884,6.911906,12.852374,5.740208,-0.003205,0.14169,0.083932,0.144895,0.087136,0.070151,0.144895,0.05017,29.494505,1285.237435,1127.882911,1255.74293,1098.388406,691.190573,1285.237435,574.020815,-0.001887,0.260557,0.244296,0.262444,0.246183,0.146436,0.262444,0.451888,Bad
0.03041,0.172156,0.148432,0.141746,0.118022,0.085234,0.172156,0.09577,8.240451,-0.185918,14.141568,-8.426369,5.901116,6.946385,14.327485,60.346928,0.003118,0.075287,0.062129,0.072169,0.059011,0.03916,0.075287,0.544539,0.082405,-0.001859,0.141416,-0.084264,0.059011,0.069464,0.143275,0.603469,0.022839,0.164887,-0.010461,0.142048,-0.0333,0.081574,0.175348,0.699687,0,127806,131028,127806,131028,74730.51704,131028,125389.5,101,-127458,-130623,-127559,-130724,74541.93449,130724,-125084,101,110,161,9,60,67.394362,161,72,0.164809,-0.003718,0.282831,-0.168527,0.118022,0.138928,0.28655,0.206939,10100,11000,16100,900,6000,6739.436178,16100,7200,0.038599,0.103724,0.161235,0.065125,0.122635,0.0712,0.161235,0.456521,Bad
0.022171,0.231334,0.229508,0.209162,0.207337,0.126958,0.231334,0.336825,2.603461,7.707129,12.970287,5.103668,10.366826,5.741846,12.970287,68.553577,0.005158,0.111668,0.10228,0.10651,0.097122,0.060431,0.111668,0.714478,0.026035,0.077071,0.129703,0.051037,0.103668,0.057418,0.129703,0.685536,0.015868,0.083989,0.110968,0.068121,0.095101,0.053255,0.110968,0.688308,73.208473,284.310438,335.629637,211.101965,262.421164,161.993242,335.629637,285.73961,27.791527,63.689562,69.370363,35.898035,41.578836,32.520143,69.370363,19.76039,46.856688,148.093995,168.173142,101.237307,121.316454,80.508505,168.173142,98.40606,0.024019,0.124212,0.18019,0.100193,0.156171,0.084674,0.18019,0.282417,4685.668814,14809.39948,16817.3142,10123.73067,12131.64539,8050.850504,16817.3142,9840.605965,0.012873,0.115856,0.126446,0.102983,0.113573,0.066579,0.126446,0.66443,Bad
0.091242,0.041976,0.167609,-0.049266,0.076367,0.072008,0.167609,0.264816,9.099437,-11.356275,12.917772,-20.455712,3.818335,10.804624,24.274047,68.873228,0.039345,0.110377,0.141776,0.071032,0.102431,0.064779,0.141776,0.655108,0.090994,-0.113563,0.129178,-0.204557,0.038183,0.108046,0.24274,0.688732,0.019201,-0.062991,0.101142,-0.082192,0.081941,0.067685,0.164132,0.727036,48.709562,274.950483,368.327998,226.240921,319.618437,176.940707,368.327998,252.551355,61.290438,93.049517,93.672002,31.759079,32.381563,44.013981,93.672002,32.448645,35.620351,108.626831,111.529782,73.00648,75.909431,55.23292,111.529782,51.82192,0.02715,0.175658,0.149586,0.148508,0.122437,0.087414,0.175658,0.134529,3562.035123,10862.68309,11152.97819,7300.647972,7590.943069,5523.291965,11152.97819,5182.191959,0.072585,0.00968,0.108432,-0.062905,0.035847,0.051732,0.108432,0.602863,Bad
0.014865,0.075763,0.081532,0.060897,0.066667,0.041628,0.081532,0.038492,4.220624,4.362467,7.553957,0.141844,3.333333,3.098708,7.553957,53.519695,-0.001064,-0.063021,-0.057566,-0.061957,-0.056503,0.034578,0.063021,0.60921,0.042206,0.043625,0.07554,0.001418,0.033333,0.030987,0.07554,0.535197,0.013003,0.041856,0.059587,0.028853,0.046584,0.027062,0.059587,0.530975,15.788422,87.674988,89.404537,71.886566,73.616116,47.010062,89.404537,84.360785,3.211578,4.325012,5.595463,1.113434,2.383885,2.395584,5.595463,3.139215,3.242116,5.582594,6.853045,2.340478,3.610928,3.010697,6.853045,4.930168,0.016937,-0.005845,0.01829,-0.022782,0.001353,0.012107,0.024135,0.056321,324.211637,558.259391,685.304478,234.047754,361.092841,301.069732,685.304478,493.016765,0.020463,0.133546,0.148278,0.113084,0.127816,0.076148,0.148278,0.442498,Bad
-0.019678,0.340795,0.211967,0.360473,0.231644,0.173603,0.360473,0.267885,-1.476449,29.705078,10.105758,31.181527,11.582207,14.36798,31.181527,59.981621,-0.002474,0.164152,0.145464,0.166626,0.147938,0.090421,0.166626,0.656882,-0.014764,0.297051,0.101058,0.311815,0.115822,0.14368,0.311815,0.599816,-0.003767,0.041232,0.098576,0.044998,0.102343,0.047626,0.102343,0.698209,5646.094683,25281.44639,52236.07743,19635.3517,46589.98275,23597.95783,52236.07743,47034.70902,-5620.094683,-24918.44639,-51804.07743,-19298.3517,-46183.98275,23388.74493,51804.07743,-46733.95902,-1.898698,228.502449,184.523027,230.401147,186.421725,121.11897,230.401147,95.705928,-0.025203,0.602162,0.203557,0.627365,0.228761,0.290039,0.627365,0.197139,-189.869822,22850.24492,18452.30269,23040.11474,18642.17251,12111.89703,23040.11474,9570.592797,-0.0123,0.292898,0.127407,0.305197,0.139706,0.142075,0.305197,0.588053,Bad
0.026233,0.422284,0.38349,0.396051,0.357257,0.225845,0.422284,0.157944,3.534585,14.37988,21.397424,10.845295,17.862839,9.844928,21.397424,60.692259,-0.006375,0.302367,0.264586,0.308742,0.270961,0.166243,0.308742,0.563961,0.035346,0.143799,0.213974,0.108453,0.178628,0.098449,0.213974,0.606923,0.016724,0.171406,0.213562,0.154682,0.196838,0.107903,0.213562,0.60033,74.3503,255.44305,311.939442,181.09275,237.589142,147.343239,311.939442,288.933914,26.6497,92.55695,93.060558,65.90725,66.410858,47.16256,93.060558,16.566086,31.872468,106.321509,114.867684,74.449041,82.995217,56.286918,114.867684,48.784306,0.024084,0.182397,0.240614,0.158313,0.216531,0.117998,0.240614,0.104122,3187.246755,10632.15085,11486.76842,7444.904095,8299.521661,5628.691753,11486.76842,4878.430642,0.01724,0.213724,0.232904,0.196484,0.215664,0.1244,0.232904,0.564648,Bad
0.007639,0.378574,0.451332,0.370936,0.443694,0.23924,0.451332,0.214919,0.51054,18.896321,22.695225,18.385781,22.184685,11.961862,22.695225,60.818352,0.003786,0.350344,0.401872,0.346557,0.398086,0.21708,0.401872,0.602572,0.005105,0.188963,0.226952,0.183858,0.221847,0.119619,0.226952,0.608184,0.004138,0.074059,0.226856,0.06992,0.222718,0.105989,0.226856,0.63692,14.521372,183.496661,260.792193,168.975289,246.27082,128.150636,260.792193,266.950079,11.478628,179.503339,171.207808,168.024711,159.72918,98.098527,179.503339,33.799921,12.222112,151.613033,161.004688,139.390921,148.782576,86.944757,161.004688,71.996016,0.009062,0.291639,0.408167,0.282577,0.399104,0.20503,0.408167,0.125562,1222.211192,15161.3033,16100.4688,13939.09211,14878.25761,8694.475659,16100.4688,7199.601608,0.003976,0.217887,0.227079,0.213911,0.223103,0.127369,0.227079,0.599825,Bad
0.002262,0.583305,0.599784,0.581044,0.597523,0.340943,0.599784,0.114257,0.729578,29.188203,30.605705,28.458625,29.876126,17.062821,30.605705,56.015374,-0.005205,0.440105,0.423917,0.44531,0.429123,0.25102,0.44531,0.606584,0.007296,0.291882,0.306057,0.284586,0.298761,0.170628,0.306057,0.560154,-0.003945,0.205458,0.334366,0.209403,0.338311,0.165567,0.338311,0.603247,18.188473,150.240427,271.702443,132.051954,253.51397,126.880947,271.702443,293.222909,7.811527,212.759573,160.297557,204.948046,152.48603,107.637864,212.759573,7.527091,11.270476,182.119007,175.137912,170.848531,163.867436,100.024221,182.119007,73.620958,0.005737,0.442024,0.4544,0.436287,0.448664,0.25718,0.4544,0.102035,1127.047592,18211.9007,17513.79116,17084.8531,16386.74356,10002.42209,18211.9007,7362.09583,0.003088,0.315151,0.293987,0.312063,0.290898,0.175169,0.315151,0.542401,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0,33294,33294,33294,33294,19222.29986,33294,30609,25,-33214,-33207,-33239,-33232,19181.31092,33239,-30544,25,18,25,-7,0,11.803954,25,8,0.221239,0.009118,0.221239,-0.212121,0,0.125156,0.221239,0.10834,2500,1800,2500,-700,0,1180.395414,2500,800,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
0,0,0,0,0,0,0,0,10.479042,-9.17613,10.479042,-19.655172,0,9.471332,19.655172,57.533554,-0.015854,0.061414,0.093669,0.077268,0.109523,0.051481,0.109523,0.563511,0.10479,-0.091761,0.10479,-0.196552,0,0.094713,0.196552,0.575336,0.115771,-0.119413,0.115771,-0.235184,0,0.112431,0.235184,0.337739,59.251567,305.371632,336.742063,246.120065,277.490496,170.469441,336.742063,278.500649,45.748433,50.628368,76.257937,4.879935,30.509504,31.731874,76.257937,3.999351,45.748414,50.859645,76.489165,5.111231,30.740751,31.830546,76.489165,32.807243,0.075261,-0.022085,0.156491,-0.097345,0.081231,0.080935,0.178576,0.099443,4574.841439,5085.964514,7648.916507,511.123075,3074.075068,3183.054615,7648.916507,3280.724259,0.043532,-0.033703,0.043532,-0.077236,0,0.03748,0.077236,0.363525,Bad
0.001528,0.197139,0.043645,0.19561,0.042117,0.09326,0.197139,0.199284,0.32444,18.485862,2.430296,18.161422,2.105856,8.849632,18.485862,57.930957,0.000235,0.081212,0.021294,0.080977,0.021059,0.03834,0.081212,0.603717,0.003244,0.184859,0.024303,0.181614,0.021059,0.088496,0.184859,0.57931,0.000785,-0.035199,0.013144,-0.035984,0.012359,0.020811,0.048343,0.637051,8592,114918,168618,106326,160026,82416.23427,168618,126732,-8566,-114555,-168186,-105989,-159620,82194.511,168186,-126431.25,10,149,118,139,108,75.371856,149,64.75,0.006489,0.369717,0.048606,0.363228,0.042117,0.176993,0.369717,0.158619,1000,14900,11800,13900,10800,7537.185593,14900,6475,0.001447,0.18353,0.030095,0.182082,0.028647,0.087611,0.18353,0.57558,Bad
0.023218,0.181112,0.181112,0.157895,0.157895,0.098321,0.181112,0.084752,7.808539,-0.963391,15.703276,-8.77193,7.894737,7.77574,16.666667,60.06617,-0.000108,0.078839,0.078839,0.078947,0.078947,0.045549,0.078947,0.539447,0.078085,-0.009634,0.157033,-0.087719,0.078947,0.077757,0.166667,0.600662,0.004875,0.283533,0.477978,0.278658,0.473103,0.232408,0.477978,0.536381,2148,129954,129954,127806,127806,74414.0698,129954,125658,-2047,-129606,-129549,-127559,-127502,74225.39468,129606,-125352.5,97,106,163,9,66,67.638746,163,71.5,0.156171,-0.019268,0.314066,-0.175439,0.157895,0.155515,0.333333,0.201323,9700,10600,16300,900,6600,6763.874629,16300,7150,0.035764,0.133594,0.200261,0.097829,0.164496,0.091426,0.200261,0.441189,Bad
0.015012,0.225165,0.192046,0.210153,0.177033,0.11705,0.225165,0.136622,4.220022,4.884562,13.071697,0.66454,8.851675,5.464733,13.071697,60.159205,0.000641,0.106701,0.089157,0.106061,0.088517,0.056808,0.106701,0.566348,0.0422,0.048846,0.130717,0.006645,0.088517,0.054647,0.130717,0.601592,0.008491,0.083424,0.104981,0.074933,0.09649,0.052791,0.104981,0.599536,18258,119214,133176,100956,114918,68236.34017,133176,123510,-18157,-118866,-132771,-100709,-114614,68043.46757,132771,-123204.5,67,126,157,59,90,69.255565,157,75.5,0.0844,0.097691,0.261434,0.013291,0.177033,0.109295,0.261434,0.203184,6700,12600,15700,5900,9000,6925.556536,15700,7550,0.01762,0.11576,0.140316,0.09814,0.122696,0.069933,0.140316,0.545738,Good
0.005051,0.303218,0.297009,0.298167,0.291958,0.171843,0.303218,0.126459,2.902098,0.569875,17.5,-2.332223,14.597902,8.267225,17.5,61.295468,-0.000919,0.253171,0.224522,0.254091,0.225441,0.138658,0.254091,0.58092,0.029021,0.005699,0.175,-0.023322,0.145979,0.082672,0.175,0.612955,-0.003919,0.074778,0.188179,0.078697,0.192099,0.089895,0.192099,0.601442,62.185363,277.99643,351.092242,215.811067,288.906878,168.275418,351.092242,308.044713,17.814637,51.00357,64.907759,33.188933,47.093122,29.783016,64.907759,5.705288,28.858318,92.336318,118.734368,63.478,89.87605,54.970194,118.734368,57.321359,0.024572,0.094865,0.239341,0.070293,0.214769,0.107559,0.239341,0.135889,2885.831813,9233.631782,11873.43682,6347.799969,8987.60501,5497.019359,11873.43682,5732.135862,0.011042,0.15706,0.221432,0.146018,0.21039,0.109374,0.221432,0.531041,Bad
0.02407,0.267214,0.300294,0.243144,0.276224,0.157764,0.300294,0.17163,3.881119,5.303061,17.692308,1.421942,13.811189,7.651076,17.692308,61.934724,-0.000638,0.296714,0.28899,0.297351,0.289628,0.169292,0.297351,0.565431,0.038811,0.053031,0.176923,0.014219,0.138112,0.076511,0.176923,0.619347,0.008323,0.070972,0.183546,0.062649,0.175224,0.084704,0.183546,0.62979,45.1755,248.656036,314.941529,203.480536,269.76603,153.196666,314.941529,314.411349,34.8245,80.343964,101.058471,45.519464,66.23397,45.431968,101.058471,-0.661349,36.923549,107.5295,133.206057,70.605951,96.282508,61.633732,133.206057,58.349054,0.039244,0.139761,0.298029,0.100516,0.258784,0.132921,0.298029,0.126441,3692.354864,10752.94999,13320.6057,7060.595131,9628.250835,6163.373182,13320.6057,5834.905363,0.019392,0.121639,0.163127,0.102247,0.143735,0.078855,0.163127,0.571486,Bad
0.011292,0.205141,0.119684,0.193848,0.108392,0.09711,0.205141,0.131808,-0.804196,7.590616,4.615385,8.394812,5.41958,3.960878,8.394812,56.572626,0.012121,0.107822,0.066317,0.095701,0.054196,0.049991,0.107822,0.567829,-0.008042,0.075906,0.046154,0.083948,0.054196,0.039609,0.083948,0.565726,0.022286,0.024868,0.084731,0.002581,0.062444,0.036267,0.084731,0.600724,38664,127806,176136,89142,137472,80640.04634,176136,140962.5,-38584,-127477,-175720,-88893,-137136,80442.6628,175720,-140648.75,8,91,88,83,80,49.48653,91,51.25,-0.016084,0.151812,0.092308,0.167896,0.108392,0.079218,0.167896,0.131453,800,9100,8800,8300,8000,4948.653015,9100,5125,-0.00026,0.109299,0.047668,0.109559,0.047928,0.051895,0.109559,0.554512,Bad
0.031544,0.294414,0.36546,0.26287,0.333916,0.184138,0.36546,0.154144,4.842657,1.028997,21.538462,-3.81366,16.695804,10.009776,21.538462,62.762856,0.003646,0.362025,0.378247,0.358379,0.374601,0.212754,0.378247,0.56246,0.048427,0.01029,0.215385,-0.038137,0.166958,0.100098,0.215385,0.627629,0.011665,0.112631,0.270158,0.100966,0.258493,0.125045,0.270158,0.634613,32.471549,260.605558,302.842911,228.134009,270.371361,154.815288,302.842911,309.993801,47.528451,68.394441,113.157089,20.865991,65.628639,46.981807,113.157089,3.756199,48.73146,99.978619,146.057299,51.24716,97.32584,63.196156,146.057299,66.699672,0.061665,0.058398,0.324462,-0.003268,0.262797,0.145015,0.324462,0.158852,4873.145956,9997.861943,14605.72994,5124.715987,9732.583986,6319.615591,14605.72994,6669.967232,0.025172,0.143692,0.2308,0.11852,0.205628,0.107419,0.2308,0.540968,Bad
0.002915,0.211248,0.211248,0.208333,0.208333,0.121129,0.211248,0.104895,0.057642,34.600182,10.474308,34.542541,10.416667,16.306029,34.600182,49.191275,0.001974,0.10614,0.10614,0.104167,0.104167,0.060716,0.10614,0.552577,0.000576,0.346002,0.104743,0.345425,0.104167,0.16306,0.346002,0.491913,0.003095,0.540671,0.357618,0.537575,0.354522,0.269012,0.540671,0.382272,10740,100956,175062,90216,164322,82455.29645,175062,143110.5,-10714,-100593,-174630,-89879,-163916,82238.24405,174630,-142809.75,6,175,106,169,100,84.270893,175,34.25,0.001153,0.692004,0.209486,0.690851,0.208333,0.326121,0.692004,-0.016174,600,17500,10600,16900,10000,8427.089256,17500,3425,0.000907,0.399181,0.271404,0.398274,0.270496,0.200234,0.399181,0.436864,Bad
0.011315,0.263448,0.163793,0.252132,0.152477,0.126857,0.263448,0.243343,0.900856,12.739434,8.52473,11.838578,7.623874,6.136061,12.739434,62.442934,0.002132,0.180623,0.115923,0.178491,0.11379,0.089004,0.180623,0.680406,0.009009,0.127394,0.085247,0.118386,0.076239,0.061361,0.127394,0.624429,0.005265,0.021761,0.086624,0.016496,0.081359,0.039899,0.086624,0.653083,16.560796,298.756783,389.927104,282.195986,373.366308,197.678616,389.927104,294.308189,9.439204,64.243217,42.072896,54.804014,32.633693,29.645656,64.243217,6.441811,12.297923,143.209132,141.956859,130.911209,129.658936,78.93172,143.209132,74.50911,0.009684,0.254597,0.20073,0.244914,0.191046,0.130572,0.254597,0.177967,1229.792302,14320.91317,14195.68594,13091.12087,12965.89364,7893.171985,14320.91317,7450.910987,0.006343,0.154301,0.080339,0.147958,0.073995,0.072538,0.154301,0.614391,Bad
0.019219,0.768377,0.798939,0.749158,0.77972,0.44714,0.798939,0.440767,1.206294,37.665123,40.192308,36.458829,38.986014,22.156791,40.192308,72.349454,0.001106,0.377578,0.40019,0.376472,0.399084,0.224393,0.40019,0.78785,0.012063,0.376651,0.401923,0.364588,0.38986,0.221568,0.401923,0.723495,0.011092,0.284545,0.402145,0.273453,0.391052,0.200902,0.402145,0.746958,12.905793,-272.70825,-102.455236,-285.614042,-115.361029,131.94161,285.614042,208.04275,67.094207,601.70825,518.455236,534.614042,451.361029,307.112941,601.70825,105.70725,67.460775,379.148468,399.967624,311.687694,332.506849,207.449206,399.967624,196.348241,0.010665,0.633585,0.707439,0.62292,0.696774,0.385248,0.707439,0.446679,6746.07748,37914.84684,39996.76242,31168.76936,33250.68494,20744.92062,39996.76242,19634.82409,0.00964,0.404867,0.39961,0.395227,0.38997,0.229494,0.404867,0.715134,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0,33294,33294,33294,33294,19222.29986,33294,30609,25,-33214,-33207,-33239,-33232,19181.31092,33239,-30544,25,18,25,-7,0,11.803954,25,8,0.221239,0.009118,0.221239,-0.212121,0,0.125156,0.221239,0.10834,2500,1800,2500,-700,0,1180.395414,2500,800,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
